Data,Produto,Cliente,Estado,Valor venda un.,Quantidade
2021-08-31T17:40:35Z,Chandanga,Puzzles,Paraná,29.68,31
2021-08-31T17:40:35Z,Chandanga,Eclipse Random,Roraima,30.05,99
2021-08-31T17:40:35Z,Pexinho bovino,Nick Knacks,Bahia,8.78,42
2021-08-31T17:40:35Z,Costela Bovina,X Marks The Spot,Maranhão,34.69,85
2021-08-31T17:40:35Z,Toucinho,Odds And Ends,Amapá,11.42,19
2021-08-31T17:40:35Z,Capa do coxão mole,FursKips,Pará,41.96,93
2021-09-01T17:40:35Z,Capa do contra filé,Forel Library,São Paulo,23.63,33
2021-09-01T17:40:35Z,Pernil com osso,Silence Center,Piauí,37.89,73
2021-09-01T17:40:35Z,Cupim maturado,Spiritual Beings,Amazonas,14.88,76
2021-09-01T17:40:35Z,Capa do contra filé,Radiate Random,Pará,22.97,21
2021-09-01T17:40:35Z,Lagarto,Et Cetera,Sergipe,35.25,42
2021-09-01T17:40:35Z,Chandanga,Et Cetera Systems,Piauí,29.36,50
2021-09-01T17:40:35Z,Capa do coxão mole,Handy Help,São Paulo,41.61,30
2021-09-01T17:40:35Z,Cupim maturado,Resource Refresh,Alagoas,15.47,73
2021-09-02T17:40:35Z,Capa do contra filé,Handy Help,Santa Catarina,23.34,94
2021-09-02T17:40:35Z,Paleta bovino,Life Paths,Pernambuco,11.13,58
2021-09-03T17:40:35Z,Maminha,The Source,Rio Grande do Norte,27.50,47
2021-09-03T17:40:35Z,Pernil com osso,Empty Particles,Região Sul,38.73,2
2021-09-03T17:40:35Z,Chandanga,Spiritual Beings,Santa Catarina,28.69,61
2021-09-03T17:40:35Z,Maminha,Node Tech,Minas Gerais,27.28,82
2021-09-03T17:40:35Z,Filé mingnon,Handy Help,Região Norte,14.28,59
2021-09-03T17:40:35Z,Costela Bovina,Adventures,Região Nordeste,35.03,57
2021-09-03T17:40:35Z,Lagarto,Fleet Random,Pernambuco,35.41,53
2021-09-03T17:40:35Z,Maminha,Radiate Random,Amapá,27.40,29
2021-09-03T17:40:35Z,Acém bovino,Vappa Shop,Santa Catarina,12.29,89
2021-09-03T17:40:35Z,Paleta bovino,Light Random,Alagoas,11.69,29
2021-09-03T17:40:35Z,Toucinho,Random Repair,Distrito Federal,11.96,92
2021-09-03T17:40:35Z,Peito bovino,Nick Knacks,Tocantis,48.07,12
2021-09-03T17:40:35Z,Lagarto,Essentials,Rio Grande do Sul,34.94,55
2021-09-03T17:40:35Z,Lagarto,23Rd Century,Santa Catarina,34.84,45
2021-09-06T17:40:35Z,Contra filé,Odds And Ends,Ceará,28.60,4
2021-09-06T17:40:35Z,Toucinho,Et Cetera,Maranhão,11.71,31
2021-09-06T17:40:35Z,Costelinha,Herb Random,Maranhão,40.38,97
2021-09-06T17:40:35Z,Pexinho bovino,Shady Bootz,Amapá,8.19,71
2021-09-06T17:40:35Z,Alcatra,Odd And Ends,Tocantis,25.24,89
2021-09-06T17:40:35Z,Costela Bovina,Odd And Ends,Região Norte,35.30,14
2021-09-07T17:40:35Z,Capa do coxão mole,Resource Refresh,Mato Grosso do Sul,42.44,80
2021-09-07T17:40:35Z,Lagarto,Though Random,Amapá,35.38,28
2021-09-07T17:40:35Z,Alcatra,CraftCreate,Piauí,25.48,10
2021-09-07T17:40:35Z,Capa do coxão mole,CraftCreate,Rio Grande do Sul,42.48,34
2021-09-07T17:40:35Z,Maminha,Motion Random,Ceará,27.62,46
2021-09-07T17:40:35Z,Paleta bovino,Absent-Minded,Paraíba,11.26,59
2021-09-07T17:40:35Z,Toucinho,Muno Random,Piauí,10.82,50
2021-09-07T17:40:35Z,Picanha,Missed Opps,São Paulo,14.61,9
2021-09-07T17:40:35Z,Capa do coxão mole,XyloFurniture,Mato Grosso,42.62,93
2021-09-07T17:40:35Z,Lagarto,Missed Opps,Região Sul,34.65,22
2021-09-07T17:40:35Z,Filé mingnon,23Rd Century,Bahia,14.29,7
2021-09-07T17:40:35Z,Peito bovino,Random Riders,Maranhão,47.49,81
2021-09-08T17:40:35Z,Pexinho bovino,Motion Random,Maranhão,8.78,8
2021-09-08T17:40:35Z,Chandanga,Light Random,Rio Grande do Sul,29.80,87
2021-09-08T17:40:35Z,Cupim maturado,Silence Center,Região Sudeste,14.30,58
2021-09-08T17:40:35Z,Acém bovino,Vappa Shop,Pernambuco,11.48,61
2021-09-08T17:40:35Z,Capa do coxão mole,Nick Knacks,Paraná,41.84,25
2021-09-08T17:40:35Z,Cupim maturado,Adventures,Roraima,14.70,53
2021-09-08T17:40:35Z,Costelinha,Lifestyle Random,Rio Grande do Norte,40.08,15
2021-09-08T17:40:35Z,Acém bovino,Herb Random,Acre,11.73,96
2021-09-08T17:40:35Z,Peito bovino,XyloFurniture,Maranhão,48.81,78
2021-09-08T17:40:35Z,Pexinho bovino,XyloFurniture,Santa Catarina,8.63,32
2021-09-08T17:40:35Z,Picanha,Absent-Minded,Amapá,14.16,46
2021-09-08T17:40:35Z,Maminha,Silence Center,Amapá,27.47,21
2021-09-08T17:40:35Z,Chandanga,Sporadic Systems,Mato Grosso,29.53,78
2021-09-08T17:40:35Z,Pexinho bovino,Knick Knacks,Mato Grosso do Sul,8.11,7
2021-09-09T17:40:35Z,Lombo,The Source,Tocantis,35.71,79
2021-09-09T17:40:35Z,Costela Bovina,Find Agenda,Distrito Federal,34.53,4
2021-09-09T17:40:35Z,Capa do contra filé,Puzzles,Alagoas,23.17,92
2021-09-09T17:40:35Z,Alcatra,Essentials,Paraíba,25.43,70
2021-09-09T17:40:35Z,Maminha,Though Random,Minas Gerais,27.56,76
2021-09-09T17:40:35Z,Capa do coxão mole,Sense Random,Bahia,42.57,48
2021-09-09T17:40:35Z,Filé mingnon,Resource Random,Espírito Santo,14.65,26
2021-09-09T17:40:35Z,Costela Bovina,23Rd Century,São Paulo,35.40,70
2021-09-09T17:40:35Z,Maminha,Sporadic Systems,Mato Grosso,27.29,14
2021-09-09T17:40:35Z,Chandanga,Node Tech,Pará,30.01,14
2021-09-09T17:40:35Z,Chandanga,Spiritual Beings,Santa Catarina,29.53,31
2021-09-09T17:40:35Z,Pexinho bovino,Spiritual Beings,Paraíba,9.08,99
2021-09-09T17:40:35Z,Cupim maturado,CraftCreate,Distrito Federal,14.39,42
2021-09-09T17:40:35Z,Capa do contra filé,Spiritual Beings,Paraná,23.28,75
2021-09-09T17:40:35Z,Capa do coxão mole,Spray Shop,Goiás,42.18,53
2021-09-09T17:40:35Z,Costela Bovina,Light Random,Distrito Federal,34.81,33
2021-09-09T17:40:35Z,Lombo,Silence Center,Rio de Janeiro,35.50,56
2021-09-10T17:40:35Z,Toucinho,XyloFurniture,Acre,10.89,15
2021-09-10T17:40:35Z,Capa do coxão mole,Find Agenda,Região Sul,42.07,2
2021-09-10T17:40:35Z,Peito bovino,Nick Knacks,Região Nordeste,47.99,48
2021-09-11T17:40:35Z,Alcatra,Spray Shop,Amapá,25.56,12
2021-09-11T17:40:35Z,Capa do contra filé,Muno Random,Região Sudeste,22.88,96
2021-09-11T17:40:35Z,Capa do contra filé,Nick Knacks,Amapá,23.31,28
2021-09-11T17:40:35Z,Toucinho,Motion Random,Região Sudeste,11.25,43
2021-09-11T17:40:35Z,Cupim maturado,Essentials,Distrito Federal,14.79,53
2021-09-11T17:40:35Z,Paleta bovino,Forel Library,Região Sul,10.59,27
2021-09-11T17:40:35Z,Costela Bovina,Sporadic Systems,Região Norte,35.39,54
2021-09-11T17:40:35Z,Toucinho,Handy Help,Alagoas,11.18,13
2021-09-11T17:40:35Z,Pexinho bovino,FirstVictory,Paraná,8.15,91
2021-09-11T17:40:35Z,Costela Bovina,Vappa Shop,Mato Grosso do Sul,35.17,44
2021-09-13T17:40:35Z,Cupim maturado,Find Agenda,Roraima,14.27,22
2021-09-13T17:40:35Z,Filé mingnon,Puzzles,Rondônia,15.27,89
2021-09-13T17:40:35Z,Acém bovino,Radiate Random,São Paulo,12.16,37
2021-09-13T17:40:35Z,Filé mingnon,Silence Center,Região Nordeste,14.74,22
2021-09-13T17:40:35Z,Lombo,TRUE Random,Minas Gerais,35.48,51
2021-09-14T17:40:35Z,Lombo,Sense Random,Região Sul,35.19,98
2021-09-14T17:40:35Z,Cupim maturado,Million Random,Rio Grande do Norte,14.64,23
2021-09-14T17:40:35Z,Acém bovino,Vappa Shop,Paraná,11.85,5
2021-09-15T17:40:35Z,Contra filé,Random Row,Piauí,29.13,10
2021-09-15T17:40:35Z,Maminha,Sporadic Systems,Rio Grande do Norte,26.75,80
2021-09-15T17:40:35Z,Alcatra,Random Riders,Santa Catarina,25.52,80
2021-09-15T17:40:35Z,Capa do coxão mole,X Marks The Spot,Ceará,42.18,87
2021-09-15T17:40:35Z,Capa do contra filé,Random Riders,Roraima,23.47,98
2021-09-15T17:40:35Z,Contra filé,Et Cetera Systems,Pará,29.30,75
2021-09-15T17:40:35Z,Peito bovino,Lifestyle Random,Maranhão,48.25,90
2021-09-15T17:40:35Z,Pexinho bovino,Muno Random,Maranhão,8.93,37
2021-09-15T17:40:35Z,Picanha,Limner Studio,Região Sul,14.30,6
2021-09-15T17:40:35Z,Pernil com osso,Herb Random,Bahia,37.80,40
2021-09-15T17:40:35Z,Costelinha,Knick Knacks,Paraíba,40.04,54
2021-09-15T17:40:35Z,Alcatra,Forel Library,São Paulo,26.16,20
2021-09-15T17:40:35Z,Maminha,FursKips,Piauí,26.65,27
2021-09-15T17:40:35Z,Cupim maturado,Knick Knacks,Alagoas,14.19,13
2021-09-15T17:40:35Z,Lagarto,Et Cetera,Rio de Janeiro,34.90,71
2021-09-15T17:40:35Z,Acém bovino,CraftCreate,Rio Grande do Sul,11.55,97
2021-09-15T17:40:35Z,Picanha,Et Cetera,Região Nordeste,14.00,29
2021-09-17T17:40:35Z,Lagarto,Cowboy Random,Amapá,35.07,11
2021-09-17T17:40:35Z,Picanha,Missed Opps,Piauí,14.58,43
2021-09-17T17:40:35Z,Picanha,Vappa Shop,Minas Gerais,14.62,49
2021-09-17T17:40:35Z,Alcatra,Et Cetera,Rio de Janeiro,26.45,35
2021-09-17T17:40:35Z,Maminha,Vappa Shop,Mato Grosso,27.26,54
2021-09-17T17:40:35Z,Lagarto,Random Repair,Ceará,34.88,9
2021-09-17T17:40:35Z,Capa do contra filé,Million Random,Rondônia,23.32,6
2021-09-17T17:40:35Z,Pernil com osso,Limner Studio,Pará,37.65,73
2021-09-17T17:40:35Z,Acém bovino,Random Reason,Rio Grande do Norte,12.26,54
2021-09-17T17:40:35Z,Pexinho bovino,Fleet Random,Amazonas,8.89,54
2021-09-17T17:40:35Z,Alcatra,Herb Random,Pernambuco,26.10,45
2021-09-17T17:40:35Z,Cupim maturado,FirstVictory,Região Sudeste,14.41,99
2021-09-17T17:40:35Z,Acém bovino,Resource Random,Paraíba,12.33,25
2021-09-17T17:40:35Z,Picanha,Herb Random,Santa Catarina,13.90,26
2021-09-18T17:40:35Z,Chandanga,Pop-Culture,Tocantis,29.49,37
2021-09-18T17:40:35Z,Lagarto,Random Repair,Acre,34.84,77
2021-09-18T17:40:35Z,Alcatra,Though Random,Amazonas,25.51,70
2021-09-18T17:40:35Z,Filé mingnon,Cellar Random,Piauí,15.19,62
2021-09-18T17:40:35Z,Maminha,Vappa Shop,São Paulo,26.60,9
2021-09-20T17:40:35Z,Picanha,Motion Random,Ceará,14.62,30
2021-09-20T17:40:35Z,Pernil com osso,DualLight,Tocantis,38.08,37
2021-09-20T17:40:35Z,Alcatra,Cowboy Random,Distrito Federal,25.69,60
2021-09-21T17:40:35Z,Peito bovino,Life Paths,Mato Grosso do Sul,47.80,71
2021-09-21T17:40:35Z,Maminha,Sense Random,Roraima,27.02,70
2021-09-21T17:40:35Z,Chandanga,XyloFurniture,Região Sul,29.53,18
2021-09-21T17:40:35Z,Lombo,Random Repair,Minas Gerais,35.32,46
2021-09-21T17:40:35Z,Capa do coxão mole,Essentials,Mato Grosso,43.44,18
2021-09-21T17:40:35Z,Lombo,Life Paths,Mato Grosso do Sul,35.43,88
2021-09-21T17:40:35Z,Lombo,Radiate Random,Maranhão,35.10,83
2021-09-21T17:40:35Z,Filé mingnon,Missed Opps,Paraná,15.58,70
2021-09-21T17:40:35Z,Capa do contra filé,Essentials,Piauí,23.54,75
2021-09-22T17:40:35Z,Filé mingnon,Resource Refresh,Sergipe,15.19,80
2021-09-22T17:40:35Z,Filé mingnon,FursKips,Região Norte,15.03,42
2021-09-22T17:40:35Z,Cupim maturado,Adventures,São Paulo,14.60,74
2021-09-22T17:40:35Z,Cupim maturado,Random Riders,Maranhão,14.00,93
2021-09-22T17:40:35Z,Capa do coxão mole,Empty Particles,Região Norte,43.35,57
2021-09-22T17:40:35Z,Maminha,Eclipse Random,Rio de Janeiro,26.82,59
2021-09-23T17:40:35Z,Contra filé,Pop-Culture,Região Nordeste,29.40,80
2021-09-23T17:40:35Z,Capa do contra filé,Find Agenda,Amazonas,23.61,10
2021-09-23T17:40:35Z,Capa do coxão mole,DualLight,Santa Catarina,42.54,1
2021-09-23T17:40:35Z,Cupim maturado,Random Riders,Espírito Santo,14.41,52
2021-09-23T17:40:35Z,Costela Bovina,Light Random,Amapá,33.97,67
2021-09-23T17:40:35Z,Peito bovino,Pop-Culture,São Paulo,47.82,30
2021-09-23T17:40:35Z,Paleta bovino,Eclipse Random,Rio de Janeiro,10.97,96
2021-09-23T17:40:35Z,Alcatra,23Rd Century,Roraima,25.95,96
2021-09-23T17:40:35Z,Costelinha,Random Reason,Maranhão,39.51,49
2021-09-23T17:40:35Z,Acém bovino,FursKips,Ceará,11.58,71
2021-09-23T17:40:35Z,Filé mingnon,Random Refresh,Região Sudeste,15.14,93
2021-09-23T17:40:35Z,Capa do contra filé,Forel Library,Amapá,23.03,13
2021-09-23T17:40:35Z,Alcatra,Lifestyle Random,Tocantis,26.30,91
2021-09-23T17:40:35Z,Toucinho,Herb Random,Pará,10.75,85
2021-09-24T17:40:35Z,Acém bovino,Cowboy Random,Pará,11.90,88
2021-09-24T17:40:35Z,Paleta bovino,Et Cetera Systems,Distrito Federal,11.24,81
2021-09-24T17:40:35Z,Pernil com osso,Puzzles,Ceará,37.97,93
2021-09-24T17:40:35Z,Lombo,Silence Center,Paraíba,35.59,89
2021-09-24T17:40:35Z,Pexinho bovino,Destroy Random,Amazonas,8.55,40
2021-09-24T17:40:35Z,Capa do coxão mole,PrimeHouse,Sergipe,43.18,31
2021-09-24T17:40:35Z,Filé mingnon,DualLight,Rio Grande do Norte,14.92,19
2021-09-24T17:40:35Z,Pexinho bovino,TRUE Random,Distrito Federal,8.83,64
2021-09-24T17:40:35Z,Lagarto,Cowboy Random,Mato Grosso,35.07,84
2021-09-24T17:40:35Z,Costelinha,Sporadic Systems,Roraima,39.80,30
2021-09-24T17:40:35Z,Picanha,Random Riders,Alagoas,14.23,98
2021-09-24T17:40:35Z,Acém bovino,FursKips,Bahia,12.19,3
2021-09-24T17:40:35Z,Costela Bovina,Herb Random,Pernambuco,33.68,97
2021-09-24T17:40:35Z,Chandanga,Absent-Minded,Mato Grosso,28.66,87
2021-09-24T17:40:35Z,Costela Bovina,Puzzles,Região Nordeste,33.84,52
2021-09-24T17:40:35Z,Cupim maturado,X Marks The Spot,Maranhão,14.72,43
2021-09-25T17:40:35Z,Capa do coxão mole,FirstVictory,Mato Grosso,42.61,26
2021-09-25T17:40:35Z,Filé mingnon,Nick Knacks,Rio Grande do Norte,15.70,16
2021-09-25T17:40:35Z,Toucinho,Et Cetera,Espírito Santo,9.96,89
2021-09-27T17:40:35Z,Capa do contra filé,Sporadic Systems,Pará,24.19,3
2021-09-27T17:40:35Z,Acém bovino,23Rd Century,Amapá,12.33,1
2021-09-27T17:40:35Z,Peito bovino,Random Riders,Minas Gerais,48.10,16
2021-09-27T17:40:35Z,Capa do coxão mole,Forel Library,Amapá,42.92,97
2021-09-27T17:40:35Z,Maminha,Random Repair,Ceará,27.19,9
2021-09-27T17:40:35Z,Picanha,Million Random,Rio Grande do Sul,13.85,31
2021-09-27T17:40:35Z,Acém bovino,Missed Opps,Região Nordeste,12.42,42
2021-09-27T17:40:35Z,Contra filé,Random Refresh,Piauí,29.03,89
2021-09-27T17:40:35Z,Capa do contra filé,Authority Random,Mato Grosso,24.60,67
2021-09-27T17:40:35Z,Chandanga,Lifestyle Random,Paraíba,29.04,72
2021-09-27T17:40:35Z,Alcatra,Essentials,Ceará,25.87,17
2021-09-27T17:40:35Z,Picanha,Muno Random,Alagoas,14.73,15
2021-09-27T17:40:35Z,Lagarto,Missed Opps,Paraná,35.32,26
2021-09-27T17:40:35Z,Capa do contra filé,Shady Bootz,Pará,24.47,62
2021-09-27T17:40:35Z,Contra filé,Though Random,Roraima,28.93,79
2021-09-28T17:40:35Z,Cupim maturado,Sporadic Systems,Alagoas,14.20,89
2021-09-29T17:40:35Z,Capa do contra filé,DualLight,Região Nordeste,24.27,72
2021-09-29T17:40:35Z,Alcatra,Forel Library,Paraná,25.47,72
2021-09-29T17:40:35Z,Cupim maturado,Though Random,Bahia,14.90,37
2021-09-29T17:40:35Z,Costelinha,Airhead,Região Norte,40.80,27
2021-09-29T17:40:35Z,Alcatra,Sense Random,São Paulo,25.56,71
2021-09-30T17:40:35Z,Cupim maturado,Vappa Shop,Distrito Federal,14.84,84
2021-09-30T17:40:35Z,Picanha,Random Repair,Ceará,13.91,22
2021-09-30T17:40:35Z,Pernil com osso,FirstVictory,Região Nordeste,37.59,53
2021-09-30T17:40:35Z,Pernil com osso,X Marks The Spot,Amazonas,38.03,26
2021-09-30T17:40:35Z,Capa do coxão mole,XyloFurniture,Minas Gerais,43.36,67
2021-09-30T17:40:35Z,Capa do coxão mole,Odd And Ends,Tocantis,42.66,18
2021-09-30T17:40:35Z,Capa do contra filé,Muno Random,Pará,24.59,74
2021-09-30T17:40:35Z,Capa do coxão mole,DualLight,Santa Catarina,42.71,90
2021-09-30T17:40:35Z,Toucinho,Missed Opps,Acre,10.29,15
2021-09-30T17:40:35Z,Contra filé,X Marks The Spot,Alagoas,29.32,94
2021-09-30T17:40:35Z,Cupim maturado,Random Repair,Região Nordeste,14.64,73
2021-10-01T17:40:35Z,Acém bovino,Resource Refresh,Maranhão,12.19,36
2021-10-01T17:40:35Z,Lombo,Airhead,Pará,35.17,10
2021-10-01T17:40:35Z,Toucinho,DualLight,Amapá,10.04,25
2021-10-01T17:40:35Z,Lagarto,FursKips,Amapá,35.42,98
2021-10-01T17:40:35Z,Lagarto,Spiritual Beings,Goiás,35.59,8
2021-10-01T17:40:35Z,Capa do coxão mole,Lifestyle Random,Distrito Federal,42.87,95
2021-10-01T17:40:35Z,Lombo,Odd And Ends,Paraná,35.66,51
2021-10-01T17:40:35Z,Contra filé,Resource Refresh,Roraima,29.12,51
2021-10-01T17:40:35Z,Cupim maturado,FursKips,Região Sudeste,14.07,37
2021-10-01T17:40:35Z,Pexinho bovino,Herb Random,Pernambuco,9.55,70
2021-10-01T17:40:35Z,Maminha,Random Row,Espírito Santo,26.67,89
2021-10-01T17:40:35Z,Pexinho bovino,Pop-Culture,Piauí,9.23,11
2021-10-02T17:40:35Z,Picanha,Random Refresh,Região Sudeste,14.11,13
2021-10-02T17:40:35Z,Toucinho,XyloFurniture,Bahia,10.19,23
2021-10-02T17:40:35Z,Contra filé,Cellar Random,Maranhão,28.86,65
2021-10-02T17:40:35Z,Toucinho,Empty Particles,Rondônia,10.69,52
2021-10-02T17:40:35Z,Pexinho bovino,Sense Random,Pará,9.96,72
2021-10-02T17:40:35Z,Costela Bovina,PrimeHouse,Rio de Janeiro,34.49,91
2021-10-02T17:40:35Z,Costelinha,Eclipse Random,Minas Gerais,40.80,10
2021-10-04T17:40:35Z,Capa do contra filé,Cowboy Random,Região Nordeste,23.68,11
2021-10-04T17:40:35Z,Lombo,Random Reason,Rondônia,35.50,81
2021-10-04T17:40:35Z,Paleta bovino,Random Repair,Piauí,11.00,40
2021-10-04T17:40:35Z,Costela Bovina,Adventures,Região Norte,34.68,17
2021-10-04T17:40:35Z,Costelinha,Sense Random,Acre,40.66,4
2021-10-04T17:40:35Z,Chandanga,Airhead,Região Sul,28.89,18
2021-10-04T17:40:35Z,Lagarto,Motion Random,Distrito Federal,35.07,6
2021-10-04T17:40:35Z,Maminha,Silence Center,Piauí,26.77,79
2021-10-05T17:40:35Z,Costela Bovina,Resource Refresh,Região Norte,34.91,36
2021-10-05T17:40:35Z,Lagarto,Essentials,Roraima,35.60,38
2021-10-05T17:40:35Z,Costelinha,Resource Refresh,Tocantis,40.27,46
2021-10-05T17:40:35Z,Pernil com osso,Million Random,Goiás,37.67,2
2021-10-05T17:40:35Z,Peito bovino,X Marks The Spot,Acre,47.33,66
2021-10-05T17:40:35Z,Acém bovino,Limner Studio,Rio Grande do Norte,12.05,5
2021-10-05T17:40:35Z,Acém bovino,Though Random,Paraíba,11.71,57
2021-10-05T17:40:35Z,Costela Bovina,Handy Help,Piauí,34.64,86
2021-10-06T17:40:35Z,Pernil com osso,Node Tech,Mato Grosso do Sul,38.24,23
2021-10-06T17:40:35Z,Acém bovino,Spiritual Beings,Maranhão,11.53,20
2021-10-06T17:40:35Z,Filé mingnon,Spiritual Beings,Pernambuco,15.84,14
2021-10-06T17:40:35Z,Peito bovino,Random Refresh,Mato Grosso,47.53,97
2021-10-06T17:40:35Z,Costelinha,CraftCreate,Mato Grosso do Sul,42.18,99
2021-10-08T17:40:35Z,Acém bovino,Forel Library,Santa Catarina,11.36,48
2021-10-08T17:40:35Z,Toucinho,Vappa Shop,Distrito Federal,10.72,19
2021-10-08T17:40:35Z,Toucinho,Cellar Random,Maranhão,10.00,62
2021-10-08T17:40:35Z,Costela Bovina,Sporadic Systems,Paraná,34.61,58
2021-10-08T17:40:35Z,Peito bovino,Shady Bootz,Alagoas,47.00,52
2021-10-08T17:40:35Z,Capa do coxão mole,Cellar Random,Rondônia,43.23,98
2021-10-08T17:40:35Z,Capa do contra filé,Random Repair,Tocantis,24.50,82
2021-10-08T17:40:35Z,Contra filé,Et Cetera Systems,Região Nordeste,28.94,78
2021-10-08T17:40:35Z,Capa do contra filé,Spray Shop,Bahia,23.73,44
2021-10-08T17:40:35Z,Alcatra,Node Tech,Paraíba,25.43,79
2021-10-08T17:40:35Z,Acém bovino,Random Reason,Rio Grande do Sul,12.26,27
2021-10-08T17:40:35Z,Picanha,Vappa Shop,Goiás,13.96,65
2021-10-08T17:40:35Z,Lombo,Pop-Culture,Região Nordeste,35.23,56
2021-10-08T17:40:35Z,Pexinho bovino,Shady Bootz,Piauí,9.76,27
2021-10-09T17:40:35Z,Costelinha,Muno Random,Paraíba,41.56,25
2021-10-09T17:40:35Z,Alcatra,Odd And Ends,Região Sul,25.50,31
2021-10-09T17:40:35Z,Capa do contra filé,Random Riders,Região Sul,24.23,25
2021-10-09T17:40:35Z,Paleta bovino,Silence Center,Roraima,10.82,94
2021-10-09T17:40:35Z,Capa do contra filé,Million Random,Distrito Federal,23.67,80
2021-10-09T17:40:35Z,Pexinho bovino,Million Random,Rio Grande do Sul,9.75,14
2021-10-11T17:40:35Z,Capa do coxão mole,In A Pinch,Minas Gerais,42.85,63
2021-10-11T17:40:35Z,Cupim maturado,Life Paths,Goiás,14.70,16
2021-10-11T17:40:35Z,Filé mingnon,Missed Opps,Rondônia,15.31,17
2021-10-11T17:40:35Z,Capa do coxão mole,Airhead,Rondônia,42.43,70
2021-10-11T17:40:35Z,Paleta bovino,Pop-Culture,Sergipe,10.78,86
2021-10-12T17:40:35Z,Costelinha,Destroy Random,Roraima,41.98,63
2021-10-13T17:40:35Z,Pexinho bovino,Empty Particles,Região Sul,9.54,81
2021-10-13T17:40:35Z,Maminha,CraftCreate,Amapá,27.53,89
2021-10-13T17:40:35Z,Picanha,Missed Opps,Ceará,13.86,99
2021-10-13T17:40:35Z,Filé mingnon,Fleet Random,Maranhão,16.02,74
2021-10-13T17:40:35Z,Filé mingnon,Resource Random,Acre,15.90,4
2021-10-13T17:40:35Z,Cupim maturado,Random Reason,Mato Grosso do Sul,13.99,29
2021-10-13T17:40:35Z,Costelinha,Muno Random,Sergipe,41.45,4
2021-10-13T17:40:35Z,Capa do coxão mole,XyloFurniture,Região Sul,42.85,66
2021-10-13T17:40:35Z,Capa do contra filé,Radiate Random,Roraima,24.38,86
2021-10-13T17:40:35Z,Filé mingnon,Cowboy Random,Rio Grande do Norte,16.02,23
2021-10-14T17:40:35Z,Capa do coxão mole,Adventures,Goiás,42.38,80
2021-10-14T17:40:35Z,Filé mingnon,Sense Random,Paraná,15.32,20
2021-10-14T17:40:35Z,Contra filé,Vappa Shop,Pernambuco,28.89,38
2021-10-14T17:40:35Z,Peito bovino,Forel Library,Pernambuco,47.28,30
2021-10-14T17:40:35Z,Cupim maturado,Limner Studio,Maranhão,15.23,62
2021-10-14T17:40:35Z,Contra filé,Absent-Minded,Acre,29.28,72
2021-10-14T17:40:35Z,Lagarto,XyloFurniture,Minas Gerais,34.34,77
2021-10-14T17:40:35Z,Acém bovino,Node Tech,Ceará,11.59,35
2021-10-16T17:40:35Z,Costelinha,X Marks The Spot,São Paulo,40.69,60
2021-10-16T17:40:35Z,Lombo,Adventures,Amapá,35.00,65
2021-10-16T17:40:35Z,Alcatra,Limner Studio,Acre,24.76,22
2021-10-16T17:40:35Z,Pernil com osso,Sense Random,Região Norte,39.17,87
2021-10-16T17:40:35Z,Filé mingnon,Resource Random,Piauí,15.31,43
2021-10-16T17:40:35Z,Alcatra,TRUE Random,Rondônia,25.43,85
2021-10-16T17:40:35Z,Lombo,Spray Shop,Santa Catarina,35.05,92
2021-10-16T17:40:35Z,Pexinho bovino,Spiritual Beings,Bahia,9.45,68
2021-10-18T17:40:35Z,Costelinha,Radiate Random,Rio de Janeiro,41.08,68
2021-10-18T17:40:35Z,Lombo,Light Random,Região Sudeste,35.22,12
2021-10-18T17:40:35Z,Costela Bovina,Fleet Random,Região Sul,34.38,9
2021-10-18T17:40:35Z,Filé mingnon,Resource Random,Mato Grosso do Sul,15.54,43
2021-10-18T17:40:35Z,Lombo,Authority Random,Roraima,35.30,26
2021-10-18T17:40:35Z,Lombo,Cowboy Random,Roraima,35.24,85
2021-10-18T17:40:35Z,Lombo,Light Random,Piauí,34.96,69
2021-10-18T17:40:35Z,Lombo,Cellar Random,Minas Gerais,35.09,87
2021-10-18T17:40:35Z,Lagarto,Motion Random,Roraima,35.28,85
2021-10-18T17:40:35Z,Acém bovino,Shady Bootz,Região Nordeste,11.70,24
2021-10-18T17:40:35Z,Acém bovino,Et Cetera Systems,Goiás,12.08,38
2021-10-18T17:40:35Z,Paleta bovino,Limner Studio,Goiás,11.34,78
2021-10-18T17:40:35Z,Lagarto,Missed Opps,Acre,35.25,2
2021-10-18T17:40:35Z,Lagarto,Vappa Shop,Região Norte,34.59,65
2021-10-18T17:40:35Z,Picanha,Adventures,Rondônia,14.78,22
2021-10-18T17:40:35Z,Costela Bovina,Odd And Ends,Ceará,35.03,88
2021-10-19T17:40:35Z,Picanha,Random Refresh,Região Sudeste,14.44,18
2021-10-19T17:40:35Z,Capa do contra filé,Radiate Random,Sergipe,23.75,47
2021-10-19T17:40:35Z,Toucinho,Shady Bootz,Minas Gerais,9.91,69
2021-10-19T17:40:35Z,Capa do contra filé,Spray Shop,Minas Gerais,23.74,72
2021-10-19T17:40:35Z,Capa do coxão mole,In A Pinch,Distrito Federal,41.53,90
2021-10-19T17:40:35Z,Cupim maturado,Random Reason,Região Norte,15.59,92
2021-10-19T17:40:35Z,Cupim maturado,Muno Random,Região Nordeste,15.00,23
2021-10-19T17:40:35Z,Costelinha,Light Random,Espírito Santo,41.34,44
2021-10-19T17:40:35Z,Maminha,DualLight,Mato Grosso,26.80,37
